Time [s],Packet ID,MOSI,MISO
4.35309075,484,K (0x4B),K (0x4B)
4.35339329166667,485,M (0x4D),M (0x4D)
4.35369579166667,486,O (0x4F),O (0x4F)
4.35399829166667,487,Q (0x51),Q (0x51)
4.35430079166667,488,S (0x53),S (0x53)
4.35460329166667,489,U (0x55),U (0x55)
4.35490579166667,490,W (0x57),W (0x57)
4.35520829166667,491,Y (0x59),Y (0x59)
4.35551079166667,492,[ (0x5B),[ (0x5B)
4.35581329166667,493,] (0x5D),] (0x5D)
4.35611583333333,494,_ (0x5F),_ (0x5F)
4.35641833333333,495,a (0x61),a (0x61)
4.35672083333333,496,c (0x63),c (0x63)
4.35702333333333,497,e (0x65),e (0x65)
4.35732583333333,498,g (0x67),g (0x67)
4.35762833333333,499,i (0x69),i (0x69)
4.35793083333333,500,k (0x6B),k (0x6B)
4.35823333333333,501,m (0x6D),m (0x6D)
4.35853583333333,502,o (0x6F),o (0x6F)
4.35883833333333,503,q (0x71),q (0x71)
4.359140875,504,s (0x73),s (0x73)
4.359443375,505,u (0x75),u (0x75)
4.359745875,506,w (0x77),w (0x77)
4.360048375,507,y (0x79),y (0x79)
4.360350875,508,{ (0x7B),{ (0x7B)
4.36065329166667,509,A (0x41),A (0x41)
4.36095579166667,510,C (0x43),C (0x43)
4.36125829166667,511,E (0x45),E (0x45)
4.36156079166667,512,G (0x47),G (0x47)
4.36186329166667,513,I (0x49),I (0x49)
4.36216579166667,514,K (0x4B),K (0x4B)
4.36246829166667,515,M (0x4D),M (0x4D)
4.36277079166667,516,O (0x4F),O (0x4F)
4.36307329166667,517,Q (0x51),Q (0x51)
4.36337583333333,518,S (0x53),S (0x53)
4.36367833333333,519,U (0x55),U (0x55)
4.36398083333333,520,W (0x57),W (0x57)
4.36428333333333,521,Y (0x59),Y (0x59)
4.36458583333333,522,[ (0x5B),[ (0x5B)
4.36488833333333,523,] (0x5D),] (0x5D)
4.36519083333333,524,_ (0x5F),_ (0x5F)
4.36549333333333,525,a (0x61),a (0x61)
4.36579583333333,526,c (0x63),c (0x63)
4.366098375,527,e (0x65),e (0x65)
4.366400875,528,g (0x67),g (0x67)
4.366703375,529,i (0x69),i (0x69)
4.367005875,530,k (0x6B),k (0x6B)
4.367308375,531,m (0x6D),m (0x6D)
4.367610875,532,o (0x6F),o (0x6F)
4.367913375,533,q (0x71),q (0x71)
4.368215875,534,s (0x73),s (0x73)
4.368518375,535,u (0x75),u (0x75)
4.368820875,536,w (0x77),w (0x77)
4.36912341666667,537,y (0x79),y (0x79)
4.36942591666667,538,{ (0x7B),{ (0x7B)
4.36972829166667,539,A (0x41),A (0x41)
4.37003079166667,540,C (0x43),C (0x43)
4.37033329166667,541,E (0x45),E (0x45)
4.37063583333333,542,G (0x47),G (0x47)
4.37093833333333,543,I (0x49),I (0x49)
4.37124083333333,544,K (0x4B),K (0x4B)
4.37154333333333,545,M (0x4D),M (0x4D)
4.37184583333333,546,O (0x4F),O (0x4F)
4.37214833333333,547,Q (0x51),Q (0x51)
4.37245083333333,548,S (0x53),S (0x53)
4.37275333333333,549,U (0x55),U (0x55)
4.37305583333333,550,W (0x57),W (0x57)
4.373358375,551,Y (0x59),Y (0x59)
4.373660875,552,[ (0x5B),[ (0x5B)
4.373963375,553,] (0x5D),] (0x5D)
4.374265875,554,_ (0x5F),_ (0x5F)
4.374568375,555,a (0x61),a (0x61)
4.374870875,556,c (0x63),c (0x63)
4.375173375,557,e (0x65),e (0x65)
4.375475875,558,g (0x67),g (0x67)
4.375778375,559,i (0x69),i (0x69)
4.376080875,560,k (0x6B),k (0x6B)
4.37638341666667,561,m (0x6D),m (0x6D)
4.37668591666667,562,o (0x6F),o (0x6F)
4.37698841666667,563,q (0x71),q (0x71)
4.37729091666667,564,s (0x73),s (0x73)
4.37759341666667,565,u (0x75),u (0x75)
4.37789591666667,566,w (0x77),w (0x77)
4.37819841666667,567,y (0x79),y (0x79)
4.37850091666667,568,{ (0x7B),{ (0x7B)
4.37880333333333,569,A (0x41),A (0x41)
4.37910583333333,570,C (0x43),C (0x43)
4.37940833333333,571,E (0x45),E (0x45)
4.37971083333333,572,G (0x47),G (0x47)
4.38001333333333,573,I (0x49),I (0x49)
4.38031583333333,574,K (0x4B),K (0x4B)
4.380618375,575,M (0x4D),M (0x4D)
4.380920875,576,O (0x4F),O (0x4F)
4.381223375,577,Q (0x51),Q (0x51)
4.381525875,578,S (0x53),S (0x53)
4.381828375,579,U (0x55),U (0x55)
4.382130875,580,W (0x57),W (0x57)
4.382433375,581,Y (0x59),Y (0x59)
4.382735875,582,[ (0x5B),[ (0x5B)
4.383038375,583,] (0x5D),] (0x5D)
4.383340875,584,_ (0x5F),_ (0x5F)
4.38364341666667,585,a (0x61),a (0x61)
4.38394591666667,586,c (0x63),c (0x63)
4.38424841666667,587,e (0x65),e (0x65)
4.38455091666667,588,g (0x67),g (0x67)
4.38485341666667,589,i (0x69),i (0x69)
4.38515591666667,590,k (0x6B),k (0x6B)
4.38545841666667,591,m (0x6D),m (0x6D)
4.38576091666667,592,o (0x6F),o (0x6F)
4.38606341666667,593,q (0x71),q (0x71)
